1371537888,,
1469054976,,
1413480448,,999.8238703
1553989632,,
1499463680,,
860880896,,
559939584,,
216697984,,
905969664,,
1190133760,,
1158676480,,
405798912,,
186646528,,
457179136,,
878706688,,
1007681536,,
1258291200,,
1510998016,,
1428160512,,
1513095168,,
1551892480,,
346030080,,
420478976,,
1035993088,,
905969664,,
996147200,,
346030080,,
1139802112,,
1019215872,,
1495269376,,
1219493888,,
1323302912,,
1374683136,,
784334848,,
452984832,,
285212672,,
1154482176,,
1555038208,,
1395654656,,
398458880,,
83886080,,
172168192,,
1003487232,,
759169024,,
1275068416,,
1329594368,,
1371537408,,
1439694848,,
1303379968,,
642777088,,
286261248,,
1031798784,,
1366294528,,
1354760192,,
761266176,,
42185088,,
252706816,,
1095761920,,
901775360,,
920649728,,
1290797056,,
1534066688,,
1549795328,,
1507852288,,
1458569216,,
756023296,,
308281344,,
848297984,,
1175453696,,
1186988032,,
1369440256,,
1219493888,,
699400192,,
839909376,,
510656512,,
1328545792,,
1387266048,,
1411383296,,
1229979648,,
1075838976,,
899678208,,
365953024,,
214958080,,
1397751808,,
1270874112,,
1200619520,,
1176502272,,
796917760,,
1172307968,,
857735168,,
1396703232,,
958398464,,
1385168896,,
1472200704,,
1405091840,,
507725888,,
512753664,,
938475520,,
1498415104,,
560988160,,
754974720,,
127926272,,
692060160,,
823132160,,
1013972992,,
1495269376,,
1471152128,,
1444937728,,
1449132032,,
1510998016,,
879755264,,
360710144,,
457179136,,
1030750208,,
1355808768,,
721420288,,
153092096,,
794820608,,
854589440,,
1076887552,,
1376780288,,
1287651328,,
1562378240,,
1471152128,,
1445986304,,
1022361600,,
332788096,,
464519168,,
872415232,,
1366294528,,
1348468736,,
1065353216,,
1205862400,,
1028653056,,
965738496,,
1291845632,,
1509949440,,
1600126976,,
1059061760,,
1543503872,,
1521483776,,
1143996416,,
400433728,,
156237824,,
1029701632,,
1408237568,,
1498415104,,
1229979648,,
379584512,,
21932736,,
22978432,,
725614592,,
637534208,,
1007681536,,
1470103552,,
1503657984,,
1481637888,,
1506803712,,
1305477120,,
720371712,,
501219328,,
486539264,,
1294991360,,
1179648000,,
1332740096,,
545259520,,
223346688,,
1246756864,,
735051776,,
838860800,,
1349517312,,
1513095168,,
1436549120,,
1285554176,,
1152385024,,
832569344,,
233832448,,
877658112,,
1520435200,,
1382023168,,
1415577600,,
273678336,,
265289728,,
887095296,,
638582784,,
1095761920,,
1200619520,,
1350565888,,
1294991360,,
1343225856,,
724566016,,
306184192,,
454033408,,
1138753536,,
1253048320,,
1368391680,,
756023296,,
354418688,,
874512384,,
500170752,,
828375040,,
1346371584,,
1414529024,,
1459617792,,
1547698176,,
1395654656,,
610271232,,
308281344,,
1112539136,,
1323302912,,
994050048,,
318767104,,
14699264,,
315621376,,
463470592,,
1190133760,,
1435500544,,
1283457024,,
1479540736,,
1007681536,,
1313865728,,
781189120,,
376438784,,
630194176,,
1499463680,,
1457520640,,
1485832192,,
483393536,,
22860352,,
435159040,,
800063488,,
680525824,,
1258291200,,
1503657984,,
1287651328,,
1445986304,,
1382023168,,
317718528,,
326107136,,
640679936,,
1044381696,,
1351614464,,
853540864,,
686817280,,
70254592,,
1020264448,,
781189120,,
923795456,,
1442840576,,
1400897536,,
1361051648,,
1494220800,,
1471152128,,
1275068416,,
380633088,,
265289728,,
1207959552,,
1210056704,,
1049624576,,
1257242624,,
294649856,,
419430400,,
1052770304,,
702545920,,
1548746752,,
1514143744,,
1388314624,,
1538260992,,
1336934400,,
1325400064,,
491782144,,
435159040,,
846200832,,
1369440256,,
1086324736,,
1189085184,,
273678336,,
760217600,,
964689920,,
400556032,,
1218445312,,
1274019840,,
1229979648,,
1418723328,,
1510998016,,
1220542464,,
533725184,,
289406976,,
1086324736,,
1176502272,,
1001390080,,
1306525696,,
313524224,,
1073741824,,
741343232,,
937426944,,
1527775232,,
1548746752,,
1463812096,,
1519386624,,
1553989632,,
565182464,,
344981504,,
990904320,,
1072693248,,
1406140416,,
1168113664,,
696254464,,
164626432,,
897581056,,
419430400,,
713031680,,
1197473792,,
1394606080,,
1043333120,,
1380974592,,
1443889152,,
1119879168,,
704643072,,
420478976,,
459276288,,
1423966208,,
