Time, IP-address, port, IP-address, port, num, rand, bytes, Throughput
20220705194919,192.168.1.2,37274,192.168.1.3,5001,1,296.0-297.0,194793648,1558349184
20220705194920,192.168.1.2,37274,192.168.1.3,5001,1,297.0-298.0,189117488,1512939904
20220705194921,192.168.1.2,37274,192.168.1.3,5001,1,298.0-299.0,197514440,1580115520
20220705194922,192.168.1.2,37274,192.168.1.3,5001,1,299.0-300.0,195423528,1563388224
20220705194923,192.168.1.2,37274,192.168.1.3,5001,1,300.0-301.0,194369384,1554955072
20220705194924,192.168.1.2,37274,192.168.1.3,5001,1,301.0-302.0,185871072,1486968576
20220705194925,192.168.1.2,37274,192.168.1.3,5001,1,302.0-303.0,190991200,1527929600
20220705194926,192.168.1.2,37274,192.168.1.3,5001,1,303.0-304.0,196809264,1574474112
20220705194927,192.168.1.2,37274,192.168.1.3,5001,1,304.0-305.0,192595584,1540764672
20220705194928,192.168.1.2,37274,192.168.1.3,5001,1,305.0-306.0,194307120,1554456960
20220705194929,192.168.1.2,37274,192.168.1.3,5001,1,306.0-307.0,202233472,1617867776
20220705194930,192.168.1.2,37274,192.168.1.3,5001,1,307.0-308.0,198342696,1586741568
20220705194931,192.168.1.2,37274,192.168.1.3,5001,1,308.0-309.0,194279608,1554236864
20220705194932,192.168.1.2,37274,192.168.1.3,5001,1,309.0-310.0,199016016,1592128128
20220705194933,192.168.1.2,37274,192.168.1.3,5001,1,310.0-311.0,186574800,1492598400
20220705194934,192.168.1.2,37274,192.168.1.3,5001,1,311.0-312.0,193803216,1550425728
20220705194935,192.168.1.2,37274,192.168.1.3,5001,1,312.0-313.0,196858496,1574867968
20220705194936,192.168.1.2,37274,192.168.1.3,5001,1,313.0-314.0,188771416,1510171328
20220705194937,192.168.1.2,37274,192.168.1.3,5001,1,314.0-315.0,189230432,1513843456
20220705194938,192.168.1.2,37274,192.168.1.3,5001,1,315.0-316.0,194808128,1558465024
20220705194939,192.168.1.2,37274,192.168.1.3,5001,1,316.0-317.0,197250904,1578007232
20220705194940,192.168.1.2,37274,192.168.1.3,5001,1,317.0-318.0,192352320,1538818560
20220705194941,192.168.1.2,37274,192.168.1.3,5001,1,318.0-319.0,201891744,1615133952
20220705194942,192.168.1.2,37274,192.168.1.3,5001,1,319.0-320.0,194502600,1556020800
20220705194943,192.168.1.2,37274,192.168.1.3,5001,1,320.0-321.0,188809064,1510472512
20220705194944,192.168.1.2,37274,192.168.1.3,5001,1,321.0-322.0,193475968,1547807744
20220705194945,192.168.1.2,37274,192.168.1.3,5001,1,322.0-323.0,193251528,1546012224
20220705194946,192.168.1.2,37274,192.168.1.3,5001,1,323.0-324.0,193736608,1549892864
20220705194947,192.168.1.2,37274,192.168.1.3,5001,1,324.0-325.0,195808696,1566469568
20220705194948,192.168.1.2,37274,192.168.1.3,5001,1,325.0-326.0,197356608,1578852864
20220705194949,192.168.1.2,37274,192.168.1.3,5001,1,326.0-327.0,196603648,1572829184
20220705194950,192.168.1.2,37274,192.168.1.3,5001,1,327.0-328.0,192243720,1537949760
20220705194951,192.168.1.2,37274,192.168.1.3,5001,1,328.0-329.0,199640104,1597120832
20220705194952,192.168.1.2,37274,192.168.1.3,5001,1,329.0-330.0,190316432,1522531456
20220705194953,192.168.1.2,37274,192.168.1.3,5001,1,330.0-331.0,194253544,1554028352
20220705194954,192.168.1.2,37274,192.168.1.3,5001,1,331.0-332.0,198852392,1590819136
20220705194955,192.168.1.2,37274,192.168.1.3,5001,1,332.0-333.0,196308256,1570466048
20220705194956,192.168.1.2,37274,192.168.1.3,5001,1,333.0-334.0,194362144,1554897152
20220705194957,192.168.1.2,37274,192.168.1.3,5001,1,334.0-335.0,198942168,1591537344
20220705194958,192.168.1.2,37274,192.168.1.3,5001,1,335.0-336.0,197478240,1579825920
20220705194959,192.168.1.2,37274,192.168.1.3,5001,1,336.0-337.0,195820280,1566562240
20220705195000,192.168.1.2,37274,192.168.1.3,5001,1,337.0-338.0,197119136,1576953088
20220705195001,192.168.1.2,37274,192.168.1.3,5001,1,338.0-339.0,198323872,1586590976
20220705195002,192.168.1.2,37274,192.168.1.3,5001,1,339.0-340.0,196972888,1575783104
20220705195003,192.168.1.2,37274,192.168.1.3,5001,1,340.0-341.0,194683600,1557468800
20220705195004,192.168.1.2,37274,192.168.1.3,5001,1,341.0-342.0,185241192,1481929536
20220705195005,192.168.1.2,37274,192.168.1.3,5001,1,342.0-343.0,194540248,1556321984
20220705195006,192.168.1.2,37274,192.168.1.3,5001,1,343.0-344.0,193014056,1544112448
20220705195007,192.168.1.2,37274,192.168.1.3,5001,1,344.0-345.0,194543144,1556345152
20220705195008,192.168.1.2,37274,192.168.1.3,5001,1,345.0-346.0,194007384,1552059072
20220705195009,192.168.1.2,37274,192.168.1.3,5001,1,346.0-347.0,193969736,1551757888
20220705195010,192.168.1.2,37274,192.168.1.3,5001,1,347.0-348.0,190530736,1524245888
20220705195011,192.168.1.2,37274,192.168.1.3,5001,1,348.0-349.0,196690528,1573524224
20220705195012,192.168.1.2,37274,192.168.1.3,5001,1,349.0-350.0,194986232,1559889856
20220705195013,192.168.1.2,37274,192.168.1.3,5001,1,350.0-351.0,189559128,1516473024
20220705195014,192.168.1.2,37274,192.168.1.3,5001,1,351.0-352.0,195894128,1567153024
20220705195015,192.168.1.2,37274,192.168.1.3,5001,1,352.0-353.0,195756568,1566052544
20220705195016,192.168.1.2,37274,192.168.1.3,5001,1,353.0-354.0,193675792,1549406336
20220705195017,192.168.1.2,37274,192.168.1.3,5001,1,354.0-355.0,197077144,1576617152
20220705195018,192.168.1.2,37274,192.168.1.3,5001,1,355.0-356.0,199156472,1593251776
20220705195019,192.168.1.2,37274,192.168.1.3,5001,1,356.0-357.0,187358168,1498865344
20220705195020,192.168.1.2,37274,192.168.1.3,5001,1,357.0-358.0,195175920,1561407360
20220705195021,192.168.1.2,37274,192.168.1.3,5001,1,358.0-359.0,191903440,1535227520
20220705195022,192.168.1.2,37274,192.168.1.3,5001,1,359.0-360.0,173742624,1389940992
20220705195023,192.168.1.2,37274,192.168.1.3,5001,1,360.0-361.0,189027712,1512221696
20220705195024,192.168.1.2,37274,192.168.1.3,5001,1,361.0-362.0,190784136,1526273088
20220705195025,192.168.1.2,37274,192.168.1.3,5001,1,362.0-363.0,191929504,1535436032
20220705195026,192.168.1.2,37274,192.168.1.3,5001,1,363.0-364.0,197992280,1583938240
20220705195027,192.168.1.2,37274,192.168.1.3,5001,1,364.0-365.0,196425544,1571404352
20220705195028,192.168.1.2,37274,192.168.1.3,5001,1,365.0-366.0,193470176,1547761408
20220705195029,192.168.1.2,37274,192.168.1.3,5001,1,366.0-367.0,198781440,1590251520
20220705195030,192.168.1.2,37274,192.168.1.3,5001,1,367.0-368.0,200568272,1604546176
20220705195031,192.168.1.2,37274,192.168.1.3,5001,1,368.0-369.0,191723888,1533791104
20220705195032,192.168.1.2,37274,192.168.1.3,5001,1,369.0-370.0,194463504,1555708032
20220705195033,192.168.1.2,37274,192.168.1.3,5001,1,370.0-371.0,196261920,1570095360
20220705195033,192.168.1.2,37274,192.168.1.3,5001,1,371.0-371.6,104720808,1518108149
20220705195033,192.168.1.2,37274,192.168.1.3,5001,1,0.0-371.6,64756026500,1394282422
