Time, IP-address, port, IP-address, port, num, rand, bytes, Throughput
20220706201137,192.168.1.2,54076,192.168.1.3,5001,1,297.0-298.0,166689416,1333515328
20220706201138,192.168.1.2,54076,192.168.1.3,5001,1,298.0-299.0,156799576,1254396608
20220706201139,192.168.1.2,54076,192.168.1.3,5001,1,299.0-300.0,195998384,1567987072
20220706201140,192.168.1.2,54076,192.168.1.3,5001,1,300.0-301.0,192421824,1539374592
20220706201141,192.168.1.2,54076,192.168.1.3,5001,1,301.0-302.0,190255616,1522044928
20220706201142,192.168.1.2,54076,192.168.1.3,5001,1,302.0-303.0,123495576,987964608
20220706201143,192.168.1.2,54076,192.168.1.3,5001,1,303.0-304.0,133014728,1064117824
20220706201144,192.168.1.2,54076,192.168.1.3,5001,1,304.0-305.0,58473136,467785088
20220706201145,192.168.1.2,54076,192.168.1.3,5001,1,305.0-306.0,33862928,270903424
20220706201146,192.168.1.2,54076,192.168.1.3,5001,1,306.0-307.0,28632752,229062016
20220706201147,192.168.1.2,54076,192.168.1.3,5001,1,307.0-308.0,129397624,1035180992
20220706201148,192.168.1.2,54076,192.168.1.3,5001,1,308.0-309.0,79112928,632903424
20220706201149,192.168.1.2,54076,192.168.1.3,5001,1,309.0-310.0,80518936,644151488
20220706201150,192.168.1.2,54076,192.168.1.3,5001,1,310.0-311.0,192111952,1536895616
20220706201151,192.168.1.2,54076,192.168.1.3,5001,1,311.0-312.0,194702424,1557619392
20220706201152,192.168.1.2,54076,192.168.1.3,5001,1,312.0-313.0,146547736,1172381888
20220706201153,192.168.1.2,54076,192.168.1.3,5001,1,313.0-314.0,194886320,1559090560
20220706201154,192.168.1.2,54076,192.168.1.3,5001,1,314.0-315.0,195921640,1567373120
20220706201155,192.168.1.2,54076,192.168.1.3,5001,1,315.0-316.0,177016552,1416132416
20220706201156,192.168.1.2,54076,192.168.1.3,5001,1,316.0-317.0,181792056,1454336448
20220706201157,192.168.1.2,54076,192.168.1.3,5001,1,317.0-318.0,194660432,1557283456
20220706201158,192.168.1.2,54076,192.168.1.3,5001,1,318.0-319.0,186875984,1495007872
20220706201159,192.168.1.2,54076,192.168.1.3,5001,1,319.0-320.0,193352888,1546823104
20220706201200,192.168.1.2,54076,192.168.1.3,5001,1,320.0-321.0,195949152,1567593216
20220706201201,192.168.1.2,54076,192.168.1.3,5001,1,321.0-322.0,197310272,1578482176
20220706201202,192.168.1.2,54076,192.168.1.3,5001,1,322.0-323.0,195398912,1563191296
20220706201202,192.168.1.2,54076,192.168.1.3,5001,1,323.0-323.4,75566776,1590724608
20220706201202,192.168.1.2,54076,192.168.1.3,5001,1,0.0-323.4,42657085356,1055280610
